Cell.01	Cell.02	Cell.03	Cell.04	Cell.05	Cell.06	Cell.07	Cell.08	Cell.09	Cell.10	Cell.11	Cell.12	Cell.13	Cell.14	Cell.15	Cell.16	Cell.17	Cell.18	Cell.19	Cell.20
GeneID4214	6	4	2	4	6	2	3	9	6	5	4	10	3	7	4	7	3	4	4	5
GeneID4215	8	6	9	3	4	3	8	2	6	5	6	3	5	5	5	6	5	9	4	3
GeneID4216	5	7	5	8	6	2	6	3	6	6	3	5	4	4	8	4	3	9	7	6
GeneID4217	3	6	1	6	3	5	3	8	5	3	2	4	3	1	7	6	3	4	3	9
GeneID4218	3	8	5	3	6	4	2	5	5	4	2	7	1	2	8	4	13	2	2	6
GeneID4219	7	6	3	5	4	6	6	5	4	4	6	9	7	5	3	4	4	3	1	0
GeneID4220	2	7	4	2	3	3	2	4	4	10	4	2	6	4	4	2	3	7	3	2
GeneID4221	2	4	6	0	4	12	2	6	4	8	10	7	10	8	4	5	5	7	3	2
GeneID4222	4	9	5	3	3	6	11	7	3	2	2	3	8	7	4	5	8	4	5	3
GeneID4223	5	4	7	10	5	8	5	1	5	12	12	5	4	7	11	5	7	4	8	4
GeneID4224	3	7	4	4	3	5	4	7	6	6	4	5	4	1	3	5	2	3	5	6
GeneID4225	3	4	12	3	1	7	6	5	6	5	7	6	2	4	11	2	3	6	8	3
GeneID4226	7	3	5	5	2	6	7	8	6	5	1	5	4	8	6	9	8	5	7	6
GeneID4227	3	5	3	5	3	5	3	6	2	4	10	10	5	4	10	1	3	5	2	7
GeneID4228	3	3	4	4	5	5	7	2	7	5	3	7	3	4	5	7	3	6	8	4
GeneID4229	3	5	7	2	4	6	4	1	2	3	1	5	6	7	3	2	3	5	3	7
GeneID4230	4	8	6	4	7	2	5	2	9	4	2	7	9	3	2	8	8	4	0	2
GeneID4231	5	3	6	4	1	5	6	5	5	4	5	5	3	4	3	7	1	2	5	5
GeneID4232	10	9	8	8	6	7	4	6	4	5	8	9	6	4	6	5	6	2	8	7
GeneID4233	2	8	6	2	4	7	2	1	6	1	8	4	2	8	4	6	4	5	2	4
GeneID4234	3	4	7	4	5	4	3	4	2	6	6	1	4	9	5	5	7	10	6	4
GeneID4235	7	4	4	4	1	4	5	2	4	4	4	6	5	0	7	2	4	4	5	3
GeneID4236	6	2	3	4	5	7	4	3	5	1	4	8	7	6	9	5	7	5	8	6
GeneID4237	7	9	4	6	8	5	2	5	7	7	5	5	5	5	3	5	3	9	5	2
GeneID4238	5	7	7	6	5	5	6	6	7	5	6	7	6	8	3	8	4	0	6	5
GeneID4239	3	12	3	7	1	1	4	5	4	5	6	9	7	8	3	2	3	3	3	1
GeneID4240	9	2	8	5	4	4	5	5	5	5	8	5	9	6	5	3	6	1	3	3
GeneID4241	5	2	3	6	6	3	2	10	5	3	6	8	3	3	7	7	2	6	6	6
GeneID4242	4	6	4	8	5	5	3	8	2	5	7	9	7	6	7	9	6	4	8	6
GeneID4243	8	8	5	2	7	2	3	6	4	5	5	2	10	3	2	10	5	8	6	5
GeneID4244	6	5	11	3	3	2	5	5	6	8	8	7	7	5	12	5	6	6	5	6
GeneID4245	2	9	1	7	2	3	5	5	5	14	8	4	6	4	1	2	2	5	6	4
GeneID4246	5	2	4	4	3	4	3	6	3	7	6	4	3	4	3	5	4	3	4	5
GeneID4247	3	7	4	3	6	5	2	3	4	5	6	4	4	6	3	6	6	6	4	5
GeneID4248	2	5	2	3	4	5	3	7	1	4	4	6	9	3	1	4	5	4	4	8
GeneID4249	3	5	4	6	5	6	6	2	10	3	5	8	1	5	6	3	8	4	4	8
GeneID4250	5	5	5	2	5	4	6	4	4	9	6	4	8	7	6	5	3	9	8	8
GeneID4251	3	1	3	5	5	7	3	4	7	3	3	6	9	2	9	3	8	3	7	2
GeneID4252	3	5	5	8	6	6	2	4	5	5	6	3	10	6	7	3	4	2	5	1
GeneID4253	8	5	4	2	4	6	9	5	6	4	7	4	5	5	4	7	8	3	4	5
GeneID4254	4	4	6	4	2	2	8	6	1	4	6	4	8	3	6	9	5	9	2	4
GeneID4255	6	5	5	3	4	0	4	10	1	4	6	9	7	2	3	5	9	5	7	2
GeneID4256	6	2	4	6	6	8	1	7	2	4	4	4	2	6	4	2	6	3	0	2
GeneID4257	0	2	3	2	2	5	4	5	3	4	2	2	5	7	5	6	7	5	6	4
GeneID4258	4	4	8	5	6	3	4	5	2	7	9	6	3	4	3	7	3	6	5	7
GeneID4259	6	3	6	5	5	4	6	8	8	6	2	5	4	5	6	8	7	3	0	6
GeneID4260	5	4	1	10	4	4	4	3	3	4	4	6	5	4	2	7	6	5	2	10
GeneID4261	4	8	3	7	10	6	5	5	2	6	7	5	4	7	3	1	2	6	3	3
GeneID4262	2	6	7	7	0	6	8	7	7	2	9	6	8	7	4	3	4	5	3	4
GeneID4263	4	8	8	4	1	5	3	6	7	7	6	5	5	7	8	5	7	4	4	9
GeneID4264	4	7	3	6	5	8	7	4	4	6	1	7	5	11	1	2	4	4	5	6
GeneID4265	9	2	10	2	5	6	3	3	5	2	6	5	3	1	4	7	10	7	9	3
GeneID4266	6	4	3	9	5	7	9	5	7	7	3	6	7	2	6	6	5	4	7	9
GeneID4267	3	8	7	6	1	6	5	10	2	8	4	5	8	9	8	8	8	3	7	5
GeneID4268	5	6	3	9	5	5	5	4	3	3	2	6	7	9	6	5	5	5	5	1
GeneID4269	6	6	7	4	6	5	6	6	4	8	4	4	5	3	6	7	4	4	4	4
GeneID4270	6	7	4	4	2	3	7	3	4	3	5	8	5	11	6	5	5	6	1	4
GeneID4271	4	5	10	4	1	6	5	6	2	2	3	3	4	3	6	2	3	5	7	4
GeneID4272	3	6	9	4	5	4	4	6	5	1	4	7	5	5	3	2	6	9	6	7
GeneID4273	2	5	5	6	2	2	5	5	5	7	4	5	4	4	6	7	6	9	5	5
GeneID4274	8	2	3	4	4	4	8	2	3	5	5	4	3	3	7	11	6	5	9	8
GeneID4275	6	3	4	5	3	7	3	8	5	4	5	7	8	10	4	5	1	4	7	3
GeneID4276	6	5	4	7	7	3	8	5	7	8	5	1	6	3	4	3	3	4	9	5
GeneID4277	8	2	8	11	8	8	5	6	3	5	5	3	6	2	3	6	0	4	3	4
GeneID4278	4	7	8	6	5	8	6	4	4	6	5	3	2	3	2	5	6	2	3	2
GeneID4279	7	7	4	1	7	5	6	7	4	5	5	5	4	5	4	6	4	10	9	6
GeneID4280	4	2	7	5	6	6	3	3	3	6	5	3	4	3	2	5	10	3	4	7
GeneID4281	8	5	5	1	6	2	4	5	3	8	4	6	4	4	5	2	6	4	3	3
GeneID4282	7	3	9	3	1	3	5	5	3	9	6	3	3	4	3	2	4	2	5	5
GeneID4283	5	6	6	4	5	1	9	6	2	5	4	3	5	5	7	1	8	12	7	1
GeneID4284	4	7	3	4	4	4	4	3	10	3	6	5	7	6	7	2	4	3	1	3
GeneID4285	7	7	5	7	7	9	7	6	5	5	6	5	4	4	1	11	5	9	8	2
GeneID4286	4	3	4	6	6	3	3	3	3	4	4	2	5	3	5	5	9	9	2	2
GeneID4287	4	4	8	10	5	3	8	7	2	7	5	12	7	4	3	7	3	5	4	6
GeneID4288	6	6	5	5	3	7	5	7	2	6	6	2	3	6	4	6	7	2	3	2
GeneID4289	4	4	4	8	5	2	6	2	5	8	5	1	2	10	6	5	2	1	6	10
GeneID4290	6	1	5	4	4	5	2	4	6	3	4	5	5	6	7	6	5	10	4	4
GeneID4291	4	8	3	9	7	9	1	8	3	8	3	4	8	6	6	4	5	2	9	3
GeneID4292	4	10	9	4	3	3	7	3	3	3	5	5	6	7	10	8	4	5	5	5
GeneID4293	3	7	6	6	3	1	3	4	4	8	5	6	6	5	5	2	5	4	4	9
GeneID4294	5	2	3	8	0	5	5	3	2	7	6	5	3	5	3	3	4	6	5	4
GeneID4295	6	5	1	4	8	5	7	3	6	4	4	11	7	5	11	6	3	5	8	3
GeneID4296	6	3	4	5	5	2	5	2	7	5	7	5	5	3	7	3	8	6	6	7
GeneID4297	5	5	6	5	5	4	6	9	8	2	2	8	3	8	3	4	3	1	6	2
GeneID4298	3	2	5	7	5	5	2	7	5	5	3	6	1	7	7	6	4	8	4	11
GeneID4299	8	4	7	5	4	5	2	8	3	6	2	1	5	7	1	5	6	4	4	6
GeneID4300	5	6	13	7	11	5	6	3	4	4	5	8	2	9	3	2	5	2	7	10
GeneID4301	5	10	5	5	7	7	3	7	5	3	3	7	6	3	4	11	10	3	6	11
GeneID4302	5	2	6	5	5	5	4	3	4	3	4	4	3	5	2	5	1	4	3	2
GeneID4303	5	4	3	8	5	4	4	2	7	6	3	4	2	3	5	5	5	1	6	3
GeneID4304	2	6	6	6	4	2	5	4	5	5	13	4	4	5	3	4	3	2	3	2
GeneID4305	3	7	4	6	7	2	6	6	5	8	6	3	3	7	3	10	4	4	3	1
GeneID4306	8	2	6	5	5	10	4	3	3	8	5	6	5	4	6	5	5	6	3	3
GeneID4307	9	3	6	5	5	2	3	5	7	6	5	9	4	5	5	6	2	5	3	8
GeneID4308	3	4	3	6	6	9	7	8	2	7	4	7	6	3	5	8	6	4	5	3
GeneID4309	3	6	4	6	4	7	4	2	2	2	8	5	3	0	5	7	12	5	4	5
GeneID4310	1	5	8	3	6	7	7	10	2	7	3	5	5	8	5	4	7	4	6	5
GeneID4311	5	2	4	1	6	3	9	5	7	7	3	5	3	5	4	5	4	6	9	2
GeneID4312	3	2	5	5	5	5	3	4	5	8	7	8	7	1	5	6	6	8	6	5
GeneID4313	7	4	8	3	5	8	8	5	4	5	4	5	9	4	4	5	7	3	2	3
GeneID4314	7	8	2	4	3	4	5	7	4	3	5	5	4	5	2	5	2	3	7	5
GeneID4315	4	2	5	3	8	7	7	7	5	5	5	2	6	1	5	6	1	5	4	8
GeneID4316	5	4	7	4	2	2	7	5	9	4	5	8	4	9	5	6	9	8	1	6
GeneID4317	4	8	5	8	10	8	3	4	3	7	8	6	9	5	4	6	7	5	8	7
GeneID4318	5	3	2	2	7	5	2	5	5	7	5	6	3	2	4	8	5	7	7	2
GeneID4319	5	4	4	4	8	5	3	6	7	4	7	3	1	2	7	9	6	4	7	10
GeneID4320	3	4	3	4	8	2	2	4	4	7	2	3	6	5	5	3	4	4	7	4
GeneID4321	10	4	2	7	7	0	3	4	6	8	3	8	7	5	8	3	4	4	6	4
GeneID4322	9	1	6	4	3	4	2	7	6	6	8	4	4	4	6	2	6	7	6	9
GeneID4323	2	5	5	4	5	5	1	5	7	5	5	6	6	7	5	2	7	6	2	4
GeneID4324	7	5	4	5	1	8	5	8	2	2	3	8	6	3	6	2	5	9	4	7
GeneID4325	4	6	1	7	4	11	2	3	4	1	5	7	4	5	5	5	3	5	8	5
GeneID4326	7	4	2	3	3	5	4	4	4	5	4	1	5	6	6	9	4	9	7	5
GeneID4327	3	6	3	3	5	4	3	2	3	3	7	4	8	2	8	3	5	5	4	7
GeneID4328	6	4	5	8	6	2	5	4	9	4	6	7	3	2	5	4	7	3	4	8
GeneID4329	4	5	3	5	5	2	4	9	6	4	5	11	4	4	6	7	4	3	5	5
GeneID4330	5	6	3	4	5	9	7	4	4	4	2	5	4	4	4	3	4	4	3	6
GeneID4331	2	8	7	3	7	2	4	3	10	10	5	3	4	10	7	3	7	5	1	3
GeneID4332	5	5	6	4	7	5	6	3	12	4	6	7	4	6	10	6	5	5	4	7
GeneID4333	3	2	5	5	4	6	7	4	4	4	6	4	6	4	3	4	5	7	6	10
GeneID4334	1	5	3	1	4	2	8	5	8	7	5	3	3	7	5	5	6	6	4	6
GeneID4335	7	2	6	5	7	4	3	7	2	3	5	3	8	7	6	5	9	8	4	8
GeneID4336	3	11	5	7	8	2	4	7	9	3	6	5	5	6	6	6	3	1	6	4
GeneID4337	4	2	5	4	3	5	5	10	5	4	7	5	5	6	7	9	6	8	1	11
GeneID4338	4	5	3	5	7	5	4	3	2	5	5	5	7	9	11	8	10	5	5	3
GeneID4339	4	5	6	2	11	3	3	4	8	6	3	6	7	6	7	2	3	1	8	6
GeneID4340	4	5	5	9	1	3	8	5	3	4	3	1	5	5	2	6	5	5	4	5
GeneID4341	4	6	3	3	6	4	4	7	4	8	5	4	5	6	4	6	3	3	4	2
GeneID4342	8	2	6	9	5	4	3	3	6	2	8	3	6	6	5	5	5	1	5	5
GeneID4343	7	2	5	8	5	5	3	2	6	4	4	9	7	4	5	6	3	4	11	4
GeneID4344	5	6	4	3	4	3	14	6	9	6	3	9	6	5	4	6	6	3	7	6
GeneID4345	9	5	2	4	8	8	4	5	5	6	7	9	5	5	9	3	7	1	4	6
GeneID4346	5	2	3	4	1	7	3	5	5	7	6	3	7	6	2	4	4	2	5	4
GeneID4347	3	6	6	8	3	5	9	6	11	4	4	1	4	3	6	9	5	3	9	6
GeneID4348	3	5	13	5	7	3	3	5	4	9	8	6	7	4	7	6	6	4	6	4
GeneID4349	3	8	5	4	2	4	4	4	8	3	2	5	6	9	5	6	6	6	5	4
GeneID4350	6	5	6	2	11	4	5	8	4	5	7	4	7	5	2	4	6	7	4	4
GeneID4351	4	2	3	5	8	8	6	9	5	2	9	6	1	8	8	8	11	6	3	4
GeneID4352	1	2	8	5	4	3	2	5	4	5	7	7	4	7	5	7	6	7	4	10
GeneID4353	6	5	7	8	6	4	4	5	6	6	6	4	7	7	7	13	5	4	2	7
GeneID4354	2	5	5	3	6	4	6	5	3	3	2	6	7	4	7	2	4	4	3	7
GeneID4355	8	11	8	6	4	4	4	6	3	7	11	2	3	12	4	7	9	4	2	4
GeneID4356	7	9	1	3	4	4	4	2	3	3	5	6	2	4	1	4	5	5	6	6
GeneID4357	6	11	3	4	9	2	4	5	5	6	5	4	1	8	7	3	6	4	4	5
GeneID4358	7	4	5	4	7	4	10	5	6	9	4	7	4	3	5	5	6	3	1	5
GeneID4359	6	3	6	4	3	4	4	3	4	4	8	4	9	5	3	6	2	8	3	4
GeneID4360	8	1	2	4	10	4	7	5	4	6	6	4	10	8	6	2	8	3	5	4
GeneID4361	3	5	3	5	4	3	1	7	4	0	5	1	6	4	2	7	6	6	4	3
GeneID4362	9	5	3	3	3	4	4	4	4	3	2	5	7	5	7	3	4	4	3	2
GeneID4363	6	3	5	3	3	8	3	6	6	3	10	5	6	4	7	2	5	9	4	6
GeneID4364	6	4	7	2	7	3	6	3	7	8	3	3	7	5	5	3	5	3	8	2
GeneID4365	6	0	6	5	4	7	5	4	10	8	1	7	8	4	9	3	6	7	6	9
GeneID4366	2	8	6	6	7	8	6	6	4	5	2	6	3	7	7	4	3	6	3	5
GeneID4367	7	6	5	4	8	4	7	6	6	9	9	3	5	3	5	4	2	9	2	2
GeneID4368	5	6	2	4	1	3	5	4	3	8	3	5	2	4	5	3	7	5	3	5
GeneID4369	2	5	6	4	6	4	7	2	8	2	5	7	2	8	4	4	4	6	5	4
GeneID4370	3	7	4	1	4	6	5	6	3	6	8	3	8	4	9	4	8	2	5	4
GeneID4371	6	5	6	4	8	5	4	3	7	9	5	8	2	5	7	4	6	6	8	5
GeneID4372	3	3	4	7	5	5	5	3	4	4	1	4	7	7	6	3	7	6	5	3
GeneID4373	3	5	3	4	4	5	8	3	2	4	7	5	3	6	4	7	3	5	1	9
GeneID4374	7	10	8	3	8	5	2	6	8	2	4	7	3	7	3	3	4	7	6	6
GeneID4375	6	6	7	6	2	6	7	5	4	5	5	9	4	3	8	4	6	2	5	4
GeneID4376	2	9	4	4	3	5	8	2	5	4	6	8	4	4	7	8	2	3	8	4
GeneID4377	4	6	3	7	12	6	9	2	2	6	3	2	3	5	7	5	6	4	2	9
GeneID4378	2	7	7	3	6	10	11	4	3	4	7	8	5	6	7	3	4	3	7	4
GeneID4379	9	6	6	6	7	4	6	6	8	5	4	3	4	7	5	3	2	8	6	4
GeneID4380	7	6	5	4	3	5	2	7	7	1	4	6	4	6	5	5	6	8	6	4
GeneID4381	7	5	5	8	5	4	7	3	7	8	2	8	5	8	4	5	4	5	5	5
GeneID4382	4	6	6	0	5	3	4	5	7	7	5	5	5	4	7	7	3	4	7	10
GeneID4383	4	5	5	2	1	10	5	4	7	6	5	3	1	2	2	6	8	2	6	8
GeneID4384	7	7	5	9	8	3	1	7	2	6	4	3	4	2	4	4	7	3	2	4
GeneID4385	5	6	3	4	2	3	4	3	2	7	2	5	4	5	8	7	3	2	2	5
GeneID4386	2	4	8	5	5	4	2	4	4	3	8	3	5	7	4	16	5	6	8	4
GeneID4387	11	4	1	6	8	3	4	7	6	2	4	8	8	2	8	1	3	7	7	4
GeneID4388	5	3	5	5	8	10	3	2	3	5	5	2	7	2	2	2	5	5	6	3
GeneID4389	6	6	2	9	7	7	2	2	6	10	3	1	4	6	6	2	7	0	8	3
GeneID4390	7	6	4	6	4	2	8	4	7	2	7	1	4	4	5	5	1	6	3	6
GeneID4391	5	7	9	4	8	5	4	5	2	4	4	6	2	6	6	3	5	7	8	3
GeneID4392	3	6	4	5	5	6	4	3	4	5	1	8	3	10	3	2	4	2	6	4
GeneID4393	4	7	10	3	3	8	10	5	7	5	3	3	6	5	8	11	6	6	5	6
GeneID4394	0	6	2	3	11	7	3	5	6	4	5	3	5	7	4	1	4	5	5	4
GeneID4395	8	6	6	5	6	6	1	4	5	3	6	5	2	5	6	5	7	2	3	5
GeneID4396	2	6	1	3	4	3	3	5	1	6	6	5	4	1	14	3	6	4	4	7
GeneID4397	4	7	6	5	2	10	5	9	4	4	6	3	4	12	5	2	3	7	4	3
GeneID4398	4	7	4	5	6	4	0	8	6	6	2	9	5	5	1	7	7	4	7	2
GeneID4399	6	6	2	7	1	5	6	4	7	7	8	6	5	2	6	2	7	4	3	3
GeneID4400	4	6	6	2	12	4	6	5	4	4	9	11	9	9	4	2	4	1	4	6
GeneID4401	1	5	9	3	7	5	4	9	6	7	5	2	2	11	3	5	7	9	1	7
GeneID4402	5	5	3	2	3	5	6	3	0	3	4	2	9	5	5	7	5	5	4	7
GeneID4403	3	7	5	7	5	6	7	3	6	4	8	5	3	2	3	8	3	10	7	4
GeneID4404	8	5	4	2	4	4	5	2	5	5	6	8	4	3	4	10	7	13	5	4
GeneID4405	6	10	5	1	5	3	4	7	5	10	13	5	2	2	10	5	8	5	5	5
GeneID4406	8	9	3	5	9	3	10	7	3	5	6	2	8	5	3	6	7	3	6	3
GeneID4407	6	5	6	8	7	3	6	8	7	5	12	5	3	7	5	3	5	2	1	9
GeneID4408	5	7	9	4	8	2	5	3	6	2	9	5	7	10	6	2	5	5	7	6
GeneID4409	5	6	5	5	9	1	2	11	8	5	7	7	5	1	4	3	4	3	6	1
GeneID4410	14	6	4	4	4	1	4	6	1	5	7	4	7	3	7	4	9	2	5	7
GeneID4411	6	3	5	2	3	2	7	6	6	6	3	8	6	4	4	5	9	7	1	2
GeneID4412	8	5	4	3	4	6	2	8	4	5	8	4	5	4	6	8	6	1	5	7
GeneID4413	5	7	12	5	8	1	9	2	2	5	4	5	7	2	6	4	4	6	6	5
GeneID4414	8	4	4	8	9	4	3	6	4	6	8	12	3	1	5	5	7	6	5	3
GeneID4415	6	3	3	3	4	3	3	7	1	1	6	6	5	9	7	6	3	7	3	1
GeneID4416	6	3	1	3	5	4	5	3	7	6	6	1	5	8	1	10	4	4	3	5
GeneID4417	4	4	3	3	3	5	4	4	4	6	4	5	5	3	6	5	7	7	7	3
GeneID4418	6	6	7	3	8	6	5	6	2	7	9	7	5	5	8	7	3	3	1	6
GeneID4419	6	7	2	3	6	1	3	5	7	3	2	5	6	9	5	3	6	3	5	4
GeneID4420	4	3	3	2	5	5	7	6	3	2	3	8	5	6	6	3	2	3	3	5
GeneID4421	3	2	10	3	3	4	6	5	9	2	6	5	4	10	2	6	3	7	6	2
GeneID4422	2	4	4	7	4	10	6	2	6	5	5	3	9	2	4	0	4	7	2	5
GeneID4423	5	2	3	1	4	9	5	3	5	6	8	6	7	3	5	7	5	3	5	5
GeneID4424	10	2	12	7	9	8	7	3	2	6	10	5	1	7	4	4	5	7	5	5
GeneID4425	4	6	5	4	7	4	8	2	7	3	7	4	6	5	7	7	4	7	4	7
GeneID4426	5	5	4	5	4	6	7	3	7	5	4	5	2	6	3	8	4	5	4	6
GeneID4427	11	4	6	2	6	9	4	4	3	6	2	10	5	5	6	6	3	5	9	1
GeneID4428	7	3	5	4	5	5	6	4	8	1	5	2	5	7	5	5	3	5	5	3
GeneID4429	3	10	7	4	3	4	5	4	8	6	6	4	4	7	4	4	7	4	6	7
GeneID4430	4	6	4	7	6	4	8	2	1	4	4	6	4	5	5	5	5	6	6	4
GeneID4431	5	10	1	5	5	4	2	6	5	7	3	2	5	5	7	4	4	3	2	2
GeneID4432	5	8	3	3	3	3	6	9	4	4	8	4	3	4	3	6	6	2	6	5
GeneID4433	2	8	5	2	7	6	2	8	8	5	3	9	5	11	4	6	4	7	4	6
GeneID4434	5	3	2	8	6	6	5	8	4	6	5	3	9	9	3	5	3	4	7	3
GeneID4435	2	5	3	3	1	6	6	4	5	6	9	4	7	4	3	3	6	7	3	1
GeneID4436	6	5	3	8	3	2	4	2	6	5	6	6	2	7	6	6	4	7	5	7
GeneID4437	6	4	2	8	5	3	5	8	11	1	3	5	9	6	7	10	6	7	7	5
GeneID4438	5	5	8	5	6	2	4	7	4	3	2	10	5	5	2	8	5	2	2	4
GeneID4439	3	5	8	3	4	7	6	3	8	11	4	7	4	4	5	6	6	5	8	7
GeneID4440	3	8	7	1	10	5	7	4	6	4	2	6	5	6	6	4	2	5	3	3
GeneID4441	7	5	4	4	5	3	6	4	5	4	5	4	8	2	2	7	7	3	4	7
GeneID4442	5	2	3	5	3	4	9	4	2	4	9	4	3	8	10	5	7	7	3	1
GeneID4443	3	7	3	5	5	4	9	3	5	4	6	5	5	5	3	6	7	3	5	1
GeneID4444	9	3	5	1	5	0	3	7	3	3	5	4	7	7	3	4	3	9	6	8
GeneID4445	6	2	6	3	4	5	6	10	4	7	2	6	4	9	7	2	3	8	2	5
GeneID4446	0	3	4	5	7	7	8	9	4	4	2	2	3	12	7	4	6	7	3	8
GeneID4447	4	4	6	6	10	9	5	6	10	2	8	1	6	7	3	5	0	10	6	4
GeneID4448	3	4	12	3	5	6	4	4	11	8	7	8	3	4	2	5	4	3	2	4
GeneID4449	6	6	3	9	7	1	6	5	6	4	2	4	7	4	9	1	3	5	9	3
GeneID4450	3	2	5	3	7	5	5	7	6	6	1	4	4	5	8	7	7	6	5	6
GeneID4451	5	8	4	8	5	4	7	3	4	9	5	5	7	7	7	5	7	7	6	3
GeneID4452	3	4	1	3	9	8	5	4	6	1	4	6	4	1	6	4	6	3	6	4
GeneID4453	6	4	5	3	6	8	7	6	9	5	6	6	7	2	5	11	4	2	5	1
GeneID4454	7	7	3	6	6	3	0	6	3	4	5	5	5	9	5	3	3	3	5	3
GeneID4455	2	3	4	3	7	5	10	6	2	2	2	4	2	2	4	4	5	4	7	4
GeneID4456	5	1	9	3	3	8	8	5	7	7	5	2	5	6	6	3	4	5	9	4
GeneID4457	7	7	6	2	10	5	7	1	5	2	5	4	3	6	4	4	4	9	3	2
GeneID4458	6	9	1	7	2	2	6	5	1	2	6	7	5	3	6	7	3	6	7	1
GeneID4459	8	3	3	5	7	5	3	2	4	11	3	4	9	5	4	3	3	7	9	7
GeneID4460	5	1	13	6	6	9	5	4	4	2	5	4	2	5	6	4	6	8	6	10
GeneID4461	4	7	6	4	3	8	7	7	5	5	5	5	5	3	6	5	6	0	2	3
GeneID4462	3	10	3	6	2	5	1	4	8	2	7	6	3	6	12	4	5	5	8	8
GeneID4463	3	0	7	7	6	6	3	8	7	8	3	4	3	4	4	8	2	2	2	2
GeneID4464	8	1	3	2	0	4	0	5	5	8	6	5	2	9	6	3	4	4	9	5
GeneID4465	2	6	7	4	3	9	3	2	5	2	5	2	7	6	6	4	1	6	6	9
GeneID4466	7	8	0	11	5	5	6	7	3	5	4	7	6	2	7	2	6	1	9	4
GeneID4467	6	3	3	4	9	7	7	3	2	7	6	4	6	8	1	5	2	7	5	7
GeneID4468	6	3	5	5	8	2	6	8	7	3	5	7	2	6	6	6	9	6	4	3
GeneID4469	6	7	5	8	6	5	7	1	7	7	4	4	4	3	5	6	8	10	3	6
GeneID4470	1	4	1	5	4	3	8	4	6	5	3	5	4	2	2	2	4	4	7	8
GeneID4471	6	7	6	2	6	4	5	7	2	7	3	6	1	8	5	3	2	15	5	5
GeneID4472	3	1	4	2	3	2	2	1	7	4	6	5	1	3	4	4	7	4	3	6
GeneID4473	4	6	6	3	2	3	6	6	5	3	5	5	8	6	1	6	6	7	2	8
GeneID4474	4	9	3	7	6	9	4	5	5	8	1	2	8	4	8	2	6	7	3	4
GeneID4475	6	3	7	5	6	3	5	7	5	10	3	8	5	1	5	3	6	4	6	6
GeneID4476	3	5	2	4	9	3	5	5	3	5	2	3	1	1	4	3	3	6	6	5
GeneID4477	7	2	5	5	4	6	4	6	6	8	4	10	3	4	5	4	3	6	3	9
GeneID4478	5	11	8	4	4	7	6	9	5	7	3	6	7	3	4	9	12	3	6	5
GeneID4479	9	5	7	5	8	3	7	4	5	3	9	6	5	4	12	9	3	3	6	6
GeneID4480	5	2	5	6	7	5	5	2	4	7	2	2	4	5	6	6	5	7	4	8
GeneID4481	4	5	5	3	4	4	5	1	5	5	2	2	2	3	5	8	3	4	5	5
GeneID4482	2	5	4	2	8	8	3	5	6	5	4	3	6	2	5	8	7	5	4	5
GeneID4483	5	11	2	8	8	8	5	1	3	7	6	8	6	10	3	3	2	5	8	8
GeneID4484	9	2	4	7	4	5	6	8	6	3	7	6	7	6	3	7	3	4	4	3
GeneID4485	5	4	6	1	8	6	7	6	6	4	7	4	5	1	7	5	5	3	3	3
GeneID4486	4	2	3	3	4	2	3	1	8	6	5	7	4	4	5	3	3	0	5	6
GeneID4487	3	9	2	7	3	5	6	6	7	3	6	5	2	5	4	4	10	4	6	7
GeneID4488	3	6	6	2	2	6	6	5	5	5	7	6	4	6	8	2	10	3	6	5
GeneID4489	8	7	5	8	6	4	4	8	3	8	8	7	2	7	4	7	4	10	7	1
GeneID4490	6	3	6	1	8	3	0	6	5	4	4	3	6	5	5	7	6	6	8	5
GeneID4491	6	3	3	7	6	4	11	1	7	4	8	6	6	1	4	7	8	8	5	6
GeneID4492	3	6	5	7	7	4	4	5	5	2	2	6	2	6	4	4	8	6	9	6
GeneID4493	8	6	3	5	6	5	5	4	3	6	5	4	4	6	6	6	7	5	2	2
GeneID4494	7	4	4	6	4	2	6	5	5	7	4	5	3	6	8	9	0	6	2	8
GeneID4495	4	10	5	4	4	6	4	3	6	8	2	4	6	4	5	2	4	3	2	6
GeneID4496	0	2	3	10	9	5	7	5	5	0	4	12	3	2	7	4	9	5	5	4
GeneID4497	7	5	6	8	3	3	3	5	7	4	3	6	2	3	2	7	8	5	7	5
GeneID4498	7	4	7	4	2	5	6	4	7	5	8	2	1	5	9	4	4	6	8	2
GeneID4499	2	3	1	7	5	3	7	5	6	0	6	4	4	1	7	4	5	5	9	5
GeneID4500	12	3	5	2	5	5	7	2	4	3	3	5	6	4	4	7	4	2	11	4
GeneID4501	4	3	5	7	5	10	5	4	5	5	3	3	3	5	5	4	7	8	1	6
GeneID4502	6	2	5	4	4	5	5	2	6	7	2	2	6	6	5	9	7	2	3	3
GeneID4503	2	3	7	6	3	6	7	3	4	5	5	6	7	4	6	5	4	4	3	5
GeneID4504	9	4	3	2	10	5	4	7	3	2	2	6	3	3	5	3	3	3	5	6
GeneID4505	6	5	3	3	7	2	6	2	3	4	2	2	4	2	1	4	3	5	4	4
GeneID4506	4	8	5	3	3	8	4	6	4	6	6	4	5	4	3	1	7	4	5	3
GeneID4507	6	1	4	3	2	3	2	11	4	5	5	2	7	2	3	8	2	9	4	0
GeneID4508	4	9	9	7	5	2	6	4	3	5	4	7	6	5	6	8	3	4	8	4
